id,author_year,country,setting,level_of_care,design,n_patients,n_events,n_clinicians,population_detail,intervention,comparator,outcomes_measured,primary_result,effect_size,ci_lower,ci_upper,p_value,secondary_results,ascertainment_method,rob_tool,rob_domains,rob_overall,directness,grade_certainty,grade_reason,funding,conflicts,key_limitation,abstract_only,pmid,doi,notes,gestational_age_range,glucose_threshold_used,glucose_measurement_method,outcome_timepoint,dose_response_reported
C8,"Roberts 2023 (Cochrane prophylaxis, pub4/current)",New Zealand (review team); trials from high-income countries,,,"Cochrane systematic review and meta-analysis (prophylaxis review, pub4, current edition)","2548 infants (2 trials, same pair as C7 with more follow-up)",,,newborns at risk of hypoglycaemia (not yet diagnosed),prophylactic oral 40% dextrose gel,placebo,incidence of hypoglycaemia before discharge; major neurological disability at 2y; treatment need; separation; 6-7y follow-up (1 study),reduces hypoglycaemia incidence (high certainty); little/no difference in neurological disability at 2y (reversed from pub3),"RR 0.87 (hypoglycaemia incidence); RR 1.00 (neurological disability, updated, 1554 children)",0.79 / 0.59,0.95 / 1.68,not reported,evidence at 6-7 years limited to a single small study; authors recommend prophylactic gel NOT be incorporated into routine practice pending more information,RCT data pooled (fixed-effect) + GRADE,Cochrane RoB tool,,low risk of bias in 13/14 domains,"direct - at-risk late preterm/term infants (hPOD-family trials, matches Domain E's Edwards 2022 JAMA hPOD entry)","High (hypoglycaemia incidence) / Low (neurological disability, CI now spans benefit and harm)","imprecision (neurological disability CI 0.59-1.68 spans no-effect and substantial harm); reversal from prior edition reflects newer, more mature follow-up data",Cochrane Neonatal,not extracted,"authors' own conclusion: 'should not be incorporated into routine practice until additional information is available about the balance of risks and harms' - explicitly cautious, non-adopting conclusion for PROPHYLAXIS (contrast with more favourable TREATMENT review conclusion, C6)",N,38014716,10.1002/14651858.CD012152.pub4,CURRENT (search date April 2023) edition of the PROPHYLAXIS review; cross-references Domain E's hPOD entries (Edwards 2022 JAMA PMID 35315885) as the same underlying trial data,at-risk late preterm and term infants,not yet hypoglycaemic at enrolment,point-of-care blood glucose,2 years primary; 6-7 years (1 study only),N
C9,Roberts 2024 (IV dextrose systematic review),New Zealand (review team),,,systematic review (non-Cochrane; meta-analysis not performed - insufficient data),711 participants across 6 studies (2 RCT + 4 cohort),,,neonates receiving IV dextrose for hypoglycaemia not responding to feeding/gel,IV dextrose infusion,oral sucrose bolus (1 RCT) / historical or concurrent comparators (cohort studies),neurodevelopmental impairment >=18mo; repeated hypoglycaemia; hyperglycaemic episodes,IV dextrose may not be associated with neurodevelopmental impairment (very low certainty); may reduce repeated hypoglycaemia but may increase hyperglycaemia risk vs sucrose,"RR 0.67 (repeated hypoglycaemia vs sucrose, 80 infants); RR 2.33 (hyperglycaemia risk vs sucrose, 80 infants)",0.20 / 0.65,2.18 / 8.39,0.5 / 0.19,no pooled effect numbers reported for the neurodevelopmental-impairment cohort finding (p>0.2 only),mixed RCT + cohort synthesis,Cochrane RoB2 / ROBINS-I,,"very low to low across all outcomes (small samples, mixed designs)",direct - the escalation-to-IV-dextrose step of the BAPM pathway specifically,Very low,imprecision (n=80 or n=60 per comparison); risk of bias (cohort designs for most included studies); LEAST evidence-based single step in the entire BAPM pathway,not extracted,not extracted,only 6 studies total for a treatment step used routinely worldwide for decades - a striking evidence gap,N,39536722,10.1159/000541471,the escalation-to-IV-dextrose element of the BAPM pathway has markedly WEAKER trial evidence than the gel/feeding elements - central finding for the evidence-strength grading,"not specified precisely (neonates generally, IV dextrose recipients)",not specified as a single value (recipients already diagnosed hypoglycaemic by varying local thresholds),point-of-care and laboratory (mixed across included studies),>=18 months (1 cohort study only),N
C12,Levene & Wilkinson 2018,UK,n/a (Arch Dis Child Educ Pract Ed),,educational summary article,,,,term infants (summary of BAPM Framework for paediatric trainee/education audience),"n/a - summarises BAPM Framework, no new data",,n/a (educational summary),summarises BAPM 2017 Framework content for paediatric education audience,,,,,,,,,,"not applicable (educational/summary article, not a primary study)","not applicable (no new interventional claim, pure summary)",n/a,not extracted,not extracted,no abstract available via PubMed MCP; used only to confirm the Framework's PubMed footprint,Y,29903743,10.1136/archdischild-2017-314050,"NOT a critical commentary on the BAPM Framework - a supportive/descriptive summary; distinguish from the unverified 'cause for concern' commentary (see could-not-verify-domain-C.md), which this is NOT",term infants,"as per BAPM Framework (summarised, not restated)",not applicable,not applicable,not applicable
D1,Duvanel 1999,Switzerland,"Centre Hospitalier Universitaire Vaudois, Lausanne",,prospective cohort (retrospective glycaemic-status grouping),85 SGA preterm neonates,72.9% incidence of hypoglycaemia,,small-for-gestational-age (SGA) preterm neonates,"n/a - observational, systematic glucose detection",infants without repeated hypoglycaemia,"head circumference (18mo, 3.5y); psychometric test scores (3.5y, 5y)",repeated hypoglycaemia associated with reduced head circumference and lower psychometric scores to 5 years; recurrence a stronger predictor than single-episode severity,,,,,moderate recurrent hypoglycaemia had lower scores at 3.5/5y than single severe episode,,,,"moderate-high (retrospective glycaemic-status grouping, no untreated comparator, single centre)","direct - preterm/SGA population, but 26-year-old cohort predating modern NICU practice",Low,"risk of bias (retrospective grouping, no comparator, single centre); indirectness (pre-dates current NICU glucose-management standards)",not extracted,not extracted,"26-year-old, single-centre, no CGM/interstitial data",N,10190926,10.1016/s0022-3476(99)70209-x,landmark preterm/SGA-specific positive finding; recurrence outweighing single-episode severity structurally mirrors the later term/late-preterm CHYLD dose-response pattern,"preterm, SGA",2.6 mmol/L / 47 mg/dL,not specified (1990s laboratory/ward methods),"18 months, 3.5 years, 5 years",Y (recurrence vs single severe episode)
D2,Palazzo 2024 (SGA),Italy,"Polytechnic University of Marche / G. Salesi Children's Hospital, Ancona",,"retrospective cohort, propensity-score matched","1364 preterm infants screened; 747 met inclusion (173 hypoglycaemic, 574 not)",,,"SGA preterm infants, gestational age 24-31 weeks",n/a - observational,AGA infants; non-hypoglycaemic infants,2-year cognitive impairment (Bayley-III <85),"SGA status itself, not hypoglycaemia, was the driver of excess risk; early hypoglycaemia NOT independently associated with 2-year cognitive impairment after adjustment",adjusted OR 1.077 (whole cohort); adjusted OR 0.993 (SGA subgroup),,,0.768 (whole cohort); 0.935 (SGA subgroup),SGA infants +20 percentage points cognitive impairment vs AGA in hypoglycaemic group (p=0.040); +17pp in non-hypoglycaemic group (p=0.029),,,,"moderate (retrospective, single-region, propensity-matched not randomised)","direct - <32-week SGA preterm, modern standardised glucose management",Low,"risk of bias (retrospective, propensity-matched); imprecision; indirectness (first-6-hour exposure window only, does not test recurrent/prolonged exposure)",not extracted,not extracted,does not contradict Duvanel's recurrence finding directly - different exposure window (first 6h only vs serial monitoring),N,39707054,10.1007/s00431-024-05936-2,"modern, large, null finding - given EQUAL prominence to Duvanel 1999 per brief's non-negotiable rule on nulls",24-31 weeks (SGA),<40 mg/dL / 2.2 mmol/L (first 6 hours),not specified (modern protocolised monitoring),2 years,N (no independent association after adjustment)
D2b,Palazzo/Correani 2025 (AGA companion),Italy,"Polytechnic University of Marche / G. Salesi Children's Hospital, Ancona",,"retrospective cohort, propensity-score matched (79 matched pairs)","598 AGA preterm infants (129 hypoglycaemic, 469 not)",,,"appropriate-for-gestational-age (AGA) preterm infants, gestational age 24-31 weeks",n/a - observational,non-hypoglycaemic AGA infants,2-year cognitive and motor impairment,early hypoglycaemia NOT associated with significantly higher risk of 2-year cognitive or motor impairment,ExpB 1.150 (cognitive); ExpB 0.982 (motor),,,0.656 (cognitive); 0.834 (motor),,,,,"moderate (retrospective, single-region, propensity-matched)","direct - <32-week AGA preterm, modern standardised glucose management ('strict glycaemic monitoring')",Low,"risk of bias (retrospective, propensity-matched); imprecision (79 matched pairs); indirectness (first-6-hour exposure window only)",not extracted,not extracted,"companion null to Palazzo 2024's SGA null - together the most direct/contemporary/largest evidence for <32-week population, both null for early hypoglycaemia",N,40609275,10.1016/j.braindev.2025.104391,newly identified in this session's search (not in original brief seed list); given equal prominence to Duvanel 1999,24-31 weeks (AGA),<40 mg/dL / 2.2 mmol/L (first 6 hours),not specified (modern protocolised monitoring),2 years,N (no independent association after adjustment)
D4,Galderisi 2017,Italy,,,RCT,50 infants <=32 weeks or <=1500g,,,"preterm infants <=32 weeks or <=1500g, randomised within 48h of birth",computer-guided glucose infusion rate with real-time CGM,standard-of-care blinded-CGM glucometer-guided titration,"time in euglycaemic range (72-144 mg/dL); glycaemic variability (SD, CV)","CGM-guided infants spent more time euglycaemic, less time in hypo/hyperglycaemia, lower glycaemic variability",median 84% vs 68% time euglycaemic (p<.001); SD 21.6+/-5.4 vs 27+/-7.2 mg/dL (p=.01); CV 22.8%+/-4.2% vs 27.9%+/-5.0% (p<.001),,,,,,,,low-moderate (small RCT),"direct - very preterm population, but a MONITORING MODALITY trial, not a threshold-outcome trial; no long-term ND outcome reported",Moderate (for glycaemic-exposure outcome),"imprecision (n=50); outcome is a surrogate (glycaemic exposure), not patient-important",not extracted,not extracted,"establishes CGM changes glycaemic exposure, not that any threshold/variability metric changes ND outcome",N,28916591,10.1542/peds.2017-1162,"part of the active preterm CGM/variability RCT literature, contrasted with absence of threshold-outcome RCTs in this population",<=32 weeks,euglycaemic range 72-144 mg/dL / 4.0-8.0 mmol/L,continuous glucose monitoring (CGM) vs blinded CGM,"first days of life (glycaemic exposure only, no long-term outcome)",not applicable (RCT of monitoring modality not threshold)
D5,Beardsall 2021 (REACT),"UK, Spain, Netherlands (13 NICUs)",,,international open-label RCT,180 infants randomised,,,"birthweight <=1200g, GA up to 33+6 weeks",real-time CGM,standard care (masked CGM for comparison),proportion of time sensor glucose 2.6-10 mmol/L in week 1; prolonged hypoglycaemic episodes,real-time CGM favoured for time-in-range; fewer prolonged hypoglycaemic episodes,mean 84% vs 94% time-in-range per abstract; adjusted mean difference 8.9% (95% CI 3.4-14.4); prolonged hypoglycaemia 4/70 (6%) vs 13/85 (15%),3.4,14.4,,no serious device-related adverse events,,,,"low-moderate (open-label, but multicentre and adequately sized for its primary outcome)","direct - very preterm population, monitoring-modality trial, no long-term ND outcome by design",Moderate (for glycaemic-exposure outcome),imprecision; surrogate outcome,not extracted,not extracted,authors explicitly state further studies are required to determine effect on long-term health outcomes - REACT is silent on ND outcome by design,N,33577770,10.1016/S2352-4642(20)30367-9,UK-based (one of the few directly UK-relevant preterm CGM trials),"up to 33+6 weeks, BW<=1200g",2.6-10 mmol/L target range,continuous glucose monitoring (real-time vs masked),week 1 (glycaemic exposure only),not applicable (RCT of monitoring modality not threshold)
D6,Battaglini 2026,Italy,"single centre, Genoa",,single-centre RCT,"53 infants (26 real-time CGM, 27 blinded-CGM standard care)",,,"preterm infants, randomised within 6 hours of life",real-time CGM-guided management,blinded-CGM standard care,"hypo/hyperglycaemic episode counts (week 1, 32 weeks PMA); neurodevelopmental outcome at 2 years (Griffiths Scales)",significantly fewer hypo/hyperglycaemic episodes in CGM group; NO significant difference in 2-year neurodevelopmental outcome,hypoglycaemia 339 vs 934 episodes week 1 (p=0.0001); hyperglycaemia 145 vs 830 (p=0.0001),,,,null on 2-year Griffiths Scales outcome - self-evidently underpowered for this at n=53,,,,low-moderate (small single-centre RCT),direct - preterm population; ONLY one of the three CGM RCTs reporting a long-term ND outcome,"Very low (for ND outcome, null but grossly underpowered) / Moderate (for glycaemic-exposure outcome)","imprecision (n=53, self-evidently underpowered for ND outcome); should be read as hypothesis-generating, not evidence of safety-equivalence",not extracted,not extracted,"the only preterm CGM RCT with a 2-year ND readout, and it is null but underpowered",N,41984740,10.1159/000550797,cross-referenced in both Domain D (preterm variability) and Domain G (hyperglycaemia variability) - same trial relevant to both questions,preterm (not further specified),not a single threshold - variability/episode-count outcome,continuous glucose monitoring (real-time vs blinded),"week 1, 32 weeks PMA, 2 years (ND)",not applicable (RCT of monitoring modality)
D7,Galderisi 2021 (Cochrane CGM review),review team international; 4 RCTs pooled,,,"Cochrane systematic review and meta-analysis (current edition, pub3, supersedes pub2/2020)",300 preterm infants (4 RCTs pooled),,,preterm infants at risk of hypoglycaemia or hyperglycaemia,continuous glucose monitoring (CGM),standard intermittent monitoring,neurodevelopmental impairment (primary outcome); seizures; in-hospital mortality,"NONE of the 4 included trials reported neurodevelopmental impairment, nor did any report seizures; effect on mortality uncertain",RR 0.59 (in-hospital mortality),0.16,2.13,,'insufficient evidence to determine if CGM affects preterm infant mortality or morbidities'; certainty very low across all outcomes,,Cochrane RoB tool + GRADE,,"very low certainty across all outcomes (risk of bias, imprecision)","direct - preterm population, but the review's OWN primary outcome (neurodevelopmental impairment) was unreported by every included trial",Very low,risk of bias; imprecision; the central negative finding is that the primary outcome was simply not measured by any pooled trial,not extracted,not extracted,no studies identified in preterm infants with PROVEN (rather than at-risk-of) hypoglycaemia or hyperglycaemia,N,34931697,10.1002/14651858.CD013309.pub3,"Cochrane-level, independent confirmation that the preterm CGM literature has not yet closed the gap to long-term outcome evidence - corroborates this domain's central evidence-gap finding",preterm (pooled across 4 RCTs),not applicable (review of monitoring modality),continuous glucose monitoring vs standard intermittent,in-hospital (mortality); ND outcome not reported by any trial,not reported by any included trial (review's own central negative finding)
F2,Gu 2019,China,,,retrospective cohort,66 hypoglycaemic neonates undergoing MRI,36/66 (54.5%) abnormal MRI,,hypoglycaemic neonates,,,"MRI abnormality vs glucose nadir, duration/recurrence of hypoglycaemia, seizure occurrence",days of hypoglycaemia (not lowest glucose value) significantly associated with abnormal MRI; lowest glucose significantly lower in infants who had seizures,,,,"<.001 (duration vs abnormal MRI); <.01 (glucose nadir vs seizures); >.05 (glucose nadir vs abnormal MRI, not significant)",,,,,"moderate (retrospective, single-centre, non-UK)",indirect - non-UK retrospective cohort; term/preterm mix not specified in abstract,Low,"risk of bias (retrospective, single-centre, non-UK); imprecision",not extracted,not extracted,"duration/recurrence, not glucose nadir, tracks with imaging abnormality - nuanced finding, glucose nadir does track with seizure occurrence specifically",N,31447599,10.1177/1179556519867953,most common abnormal MRI site: parietal/occipital; key evidence for duration-over-severity as driver of imaging abnormality,,not a single threshold - duration/recurrence analysis,,not specified,"Y (duration/recurrence, not absolute severity, associated with abnormal MRI)"
F3,Mao 2008,China,,,serial-MRI case series,16,,,"neonates with hypoglycaemic brain injury, serial imaging",,,MRI evolution (DWI to T1/T2); glucose nadir vs injury extent,occipital/parietal cortex most vulnerable; DWI hyperintensity earliest detectable sign; minimum glucose significantly lower in infants with widespread cortical injury vs occipital-parietal-only injury,minimum glucose 0.71+/-0.35 vs 1.19+/-0.42 mmol/L (widespread vs focal injury),,,<0.05,,,,,"low (small case series, non-UK)","indirect - non-UK, small case series, Chinese language full text",Very low,imprecision (n=16); risk of bias (small case series); inconsistency (sits in tension with Gu 2019's larger duration-over-severity finding),not extracted,not extracted,"[abstract only] - Chinese language, English abstract only, full text not accessed",Y,18433524,,"in this small series, glucose nadir DID track with extent of injury - tension with Gu 2019's finding that duration (not nadir) predicts abnormal MRI; both reported, not adjudicated",,,,serial imaging (timing not specified beyond serial),Y (glucose nadir associated with injury extent in this series)
F4,Fong & Harvey 2014,Australia,Melbourne,,retrospective case series,11 children with seizures beyond infancy after neonatal hypoglycaemia (perinatal asphyxia excluded),,,,,,MRI findings; later epilepsy phenotype,all 11 had MRI evidence of occipital +/- parietal gliosis/atrophy; seizure phenotype genuinely variable,,,,,"focal occipital seizures in 9 (infrequent/remitted in 6 of these); generalised tonic seizures in 2 (frequent, refractory)",,,,"moderate (small retrospective case series, referral-selected)","indirect - non-UK, small referral-clinic case series",Low-Moderate,"risk of bias (retrospective, referral-selected); imprecision (n=11); consistent direction across other independent cohorts (Kapoor, Yalcin) increases confidence in the qualitative pattern",not extracted,not extracted,genuine null-to-mixed result on whether injury pattern alone predicts epilepsy severity,N,24861161,10.1111/dmcn.12496,mean age at seizure onset 10.3 months; clinic follow-up to time of study,,,,mean age at seizure onset 10.3 months; clinic follow-up to time of study,N
F5,Kapoor 2020,India (low-resource setting),single tertiary epilepsy clinic,,retrospective case series,170 children with epilepsy secondary to documented neonatal hypoglycaemic brain injury (10-year period),,,,,,"MRI pattern; seizure type; comorbidity (developmental delay, cerebral palsy, vision impairment, microcephaly)",MRI showed occipital +/- parietal gliosis/encephalomalacia in 96.5%; epileptic spasms dominant seizure type (76.5%); 68.2% drug-resistant epilepsy,,,,,global developmental delay 91.2%; cerebral palsy 48.7%; vision impairment 48.2%; microcephaly 38.2%,,,,"high (LMIC referral-clinic population, established/often refractory epilepsy, severe end of spectrum)",indirect - explicitly a low-resource LMIC setting; very high comorbidity rates should not be read as representative of UK-expected outcomes with earlier detection/treatment,"Low-Moderate (for the qualitative injury-pattern-to-epilepsy link, consistent with 3 other independent cohorts)","risk of bias (referral/clinic-selected, retrospective); indirectness (LMIC low-resource setting, severe end of spectrum)",not extracted,not extracted,"largest case series in this domain by a wide margin (n=170), but least UK-generalisable given resource/detection-timing differences",N,32446209,10.1016/j.seizure.2020.05.010,"PMID initially flagged as unresolvable in scoping (batch-call artefact) - resolved cleanly this session via solo metadata call and independent title search; valid, verifiable citation",,,,"10-year period, retrospective clinic follow-up",N
F6,Tam 2008,USA,,,cohort with diffusion-weighted MRI,45 neonates (term and preterm) with DWI after hypoglycaemia; 25 scanned within 6 days,,,,,,"DWI timing sensitivity for occipital diffusion restriction, by gestation and scan timing","occipital diffusion restriction seen in 8/16 (50%) TERM infants scanned within 6 days, but ZERO preterm infants; among 20 infants scanned beyond 6 days, no occipital diffusion restriction seen at all even where hypoglycaemia ongoing",,,,,diffusion restriction correlated with abnormal visual evoked potentials and later cortical visual deficit,,,,"moderate (retrospective, non-UK, single-centre, likely non-protocolised scan timing)","direct for term infants; the preterm-negative finding is a directness-limiting caution against extrapolation, not proof of absence of preterm injury (small preterm subgroup)",Low,"risk of bias (retrospective, non-UK, single-centre); imprecision (small samples within the sensitive window); consistency is a strength (concordant with Zhang 2022, 14 years later, different country)",not extracted,not extracted,DWI sensitivity established in term infants does NOT extend to preterm infants in this dataset (very serious imprecision in the small preterm subgroup),N,18762519,10.1542/peds.2007-2002,foundational pre-2015 paper retained per brief's rule; central evidence for the MRI-timing recommendation (scan within ~1 week),term and preterm (mixed),,whole blood glucose (not specified point-of-care vs lab),scan within 6 days vs beyond 6 days of hypoglycaemia onset,Y (scan timing relative to onset determined sensitivity; term vs preterm gestation also modified sensitivity)
F7,Zhang 2022,China,,,retrospective analysis of DWI scans,"86 neonates, 139 DWI scans",,,,,,DWI/T1/T2 evolution over time; vulnerable injury sites; extensive vs focal injury and clinical severity,84 scans showed injury-site DWI hyperintensity within 7 days; 39 scans showed evolution to abnormal T1/T2 at 11-23 days; repeat scans in 13 infants at 9-20 days showed NO abnormal signal at all,,,,,"vulnerable sites: occipital lobe 98%, splenium of corpus callosum 60%, parietal lobe 30%; extensive injury (n=20) had significantly higher rates of recurrent convulsions, respiratory failure, coma, death/severe NDI than focal injury (n=66) - authors note extensive pattern may partly reflect coexisting hypoxia-ischaemia",,,,"moderate (retrospective, single-centre, non-UK)",indirect - non-UK single-centre retrospective series,Low,"risk of bias (retrospective, non-UK); imprecision; consistency with Tam 2008 (14 years apart, different country, concordant DWI-timing pattern) increases confidence in the qualitative timing pattern",not extracted,not extracted,most direct 2015+ MRI-timing paper found; extensive-injury cases may reflect coexisting HIE rather than hypoglycaemia in isolation - relevant to differential-diagnosis point,N,36166098,10.1007/s00431-022-04637-y,"together with Tam 2008, forms the empirical basis for the 'scan within the first week' recommendation",,,,DWI within 7 days; T1/T2 evolution at 11-23 days; repeat scans 9-20 days,Y (extensive vs focal injury tracked clinical severity and outcome)
F8,Hu 2014,China,,,case-control study,15 hypoglycaemia cases vs 11 controls,,,,,,MRI occipital injury; flash visual evoked potentials (FVEP); timing of hypoglycaemia detection vs seizure occurrence,80% of hypoglycaemia group had occipital-lobe injury on MRI; FVEP 100% sensitive but only 25% specific for parieto-occipital injury (cannot substitute for MRI),,,,0.003,infants who went on to have seizures detected as hypoglycaemic LATER (median 51h) than those who did not (median 22h),,,,"moderate (small case-control, non-UK)","indirect - non-UK, small case-control study",Low,"risk of bias (small case-control, non-UK); imprecision (n=15 vs 11)",not extracted,not extracted,"suggests delayed recognition, not simply glucose depth, contributes to the seizure phenotype",N,24798709,10.1111/apa.12673,"FVEP cannot substitute for MRI despite high sensitivity, due to poor specificity",,,,not specified,N
F9,Martinez-Biarge 2025 (Spanish Neonatal Brain Group guideline),Spain (guideline document),,,"practice guideline (multi-society, grey literature)",,,,"all neonates, all gestations per guideline scope",,,clinical indications and optimal MRI timing across neonatal pathologies including hypoglycaemia-associated brain damage,names hypoglycaemia-associated brain damage as a condition with its own MRI timing considerations; specific timing value not extractable without full text,,,,,,,,,,"not an interventional/primary evidence claim - labelled as GUIDANCE, not folded into peer-reviewed evidence count per project non-negotiable rule",not applicable (guidance document),n/a,not extracted,not extracted,[abstract only] - no PMC full text available (confirmed via convert_article_ids); exact timing recommendation for hypoglycaemia specifically not extractable without full text; first author's affiliation (Hammersmith Hospital/Imperial College Healthcare NHS Trust) is the SAME TRUST as this synthesis and as Burns 2008,Y,41022518,10.1016/j.anpede.2025.503935,MOST RECENT (2025) and only guideline-tier source found addressing MRI timing for hypoglycaemia-associated brain damage specifically; not UK/BAPM-authored (Spanish Neonatal Brain Group) but first author is Hammersmith/ICHNT-affiliated - priority follow-up to obtain in full text,,,,not applicable (guidance document),not applicable
F10,Yalcin 2022,Turkey,,,retrospective cohort,21 with documented hypoglycaemia and typical parieto-occipital injury,,,,,,epilepsy; refractoriness; cerebral palsy; VEP abnormality; injury topography vs prolonged hypoglycaemia,"85.7% developed epilepsy, 38.1% refractory, 33.3% cerebral palsy, 100% of tested (18/18) had abnormal VEP",,,,<0.01,prolonged hypoglycaemia (recurrent episodes >12h) associated with significantly greater parieto-occipital involvement and spasticity,,,,"moderate (retrospective, non-UK, referral-selected)","indirect - non-UK, third independent cohort (after Fong 2014, Kapoor 2020) cross-validating the injury-pattern-to-epilepsy/CP/visual-impairment linkage",Low-Moderate (consistent direction across independent cohorts strengthens qualitative confidence),"risk of bias (retrospective, referral-selected); indirectness (non-UK)",not extracted,not extracted,strengthens confidence in phenotype description even though no underlying cohort is UK-based or population-representative,N,36514522,10.29399/npa.27997,"prolonged/recurrent (not single-episode) hypoglycaemia predicted more severe topography and outcome, consistent with the recurrence-over-severity pattern seen elsewhere in this review",,,,"retrospective clinic follow-up, ages/duration not uniformly specified",Y (prolonged vs non-prolonged hypoglycaemia predicted parieto-occipital involvement/spasticity)
F11,Kurahashi 2023,Japan,,,single case report,1 (8-year-old),,,,,,long-term deficit phenotype from parieto-temporo-occipital injury,"demonstrates a non-visual long-term deficit (slowed reading, impaired phonological awareness) without cortical blindness or visual field defect",,,,,,,,,very low (single case report),"indirect - single case report, non-UK",Very low,single case report; not generalisable,not extracted,not extracted,useful reminder that the outcome phenotype extends beyond commonly emphasised cortical visual impairment,N,37383118,10.12998/wjcc.v11.i16.3899,"illustrative case, not primary evidence for prevalence/rate claims",,,,8 years of age,not applicable (single case)
